[Machine NO : PUA162,Machine ID: DICER-1]
<Software Version : 2.35>

2025/07/01 09:24:02	FAE	START ERROR,0,0,0
2025/07/01 09:24:00	FAS
2025/07/01 09:23:55	MANU	AlarmClr
2025/07/01 09:23:55	MANU	AlarmClr
2025/07/01 09:23:54	FAE	START ERROR,0,0,0
2025/07/01 09:23:52	FAS
2025/07/01 09:23:51	MANU	AlarmClr
2025/07/01 09:23:50	MANU	AlarmClr
2025/07/01 09:23:50	MANU	AlarmClr
2025/07/01 09:23:49	FAE	START ERROR,0,0,0
2025/07/01 09:23:47	FAS
2025/07/01 09:23:43	MANU	AlarmClr
2025/07/01 09:23:42	MANU	AlarmClr
2025/07/01 09:23:41	FAE	START ERROR,0,0,0
2025/07/01 09:23:39	FAS
2025/07/01 09:23:38	MANU	AlarmClr
2025/07/01 09:23:38	MANU	AlarmClr
2025/07/01 09:23:36	FAE	START ERROR,0,0,0
2025/07/01 09:23:34	FAS
2025/07/01 09:23:33	MANU	AlarmClr
2025/07/01 09:23:33	MANU	AlarmClr
2025/07/01 09:23:30	FAE	START ERROR,0,0,0
2025/07/01 09:23:28	FAS
2025/07/01 09:22:15	ALC	RUN\FR5084,361,96,96 CH5=0,96 CH6=0,95 CH7=0,94 CH8=0,OK
2025/07/01 09:21:38	DMW	FR5084.CLN,OK
2025/07/01 09:21:38	DMW	FR5084.DFD,OK
2025/07/01 09:21:38	DMW	FR5084.CLN,OK
2025/07/01 09:21:38	DMW	FR5084.DFD,OK
2025/07/01 09:21:37	DMC	FR5084.DFD,UNIT_DEV[0],MM,INCH,Device Data Unit
2025/07/01 09:21:36	DMW	FR5084.CLN,OK
2025/07/01 09:21:36	DMW	FR5084.DFD,OK
2025/07/01 09:21:34	DMW	FR5084.CLN,OK
2025/07/01 09:21:34	DMW	FR5084.DFD,OK
2025/07/01 09:21:34	DMW	FR5084.CLN,OK
2025/07/01 09:21:34	DMW	FR5084.DFD,OK
2025/07/01 09:21:34	DMC	FR5084.DFD,CH3_IDX[1],7090673,7085100,CH3 Y index No.2
2025/07/01 09:21:34	DMC	FR5084.DFD,INDEX_CH3[0],49987111 ,49981538,Index CH3
2025/07/01 09:21:28	DMW	FR5084.CLN,OK
2025/07/01 09:21:28	DMW	FR5084.DFD,OK
2025/07/01 09:21:28	DMW	FR5084.CLN,OK
2025/07/01 09:21:28	DMW	FR5084.DFD,OK
2025/07/01 09:21:28	DMW	FR5084.CLN,OK
2025/07/01 09:21:28	DMW	FR5084.DFD,OK
2025/07/01 09:21:28	DMC	FR5084.DFD,ALU_ADJ_CH[3],-1030921,-1038900,Alignment data Street adjust CH3
2025/07/01 09:21:24	DMW	FR5084.CLN,OK
2025/07/01 09:21:24	DMW	FR5084.DFD,OK
2025/07/01 09:21:24	DMW	FR5084.CLN,OK
2025/07/01 09:21:24	DMW	FR5084.DFD,OK
2025/07/01 09:21:24	DMC	FR5084.DFD,UNIT_DEV[0],INCH,MM,Device Data Unit
2025/07/01 09:21:22	PAS	DEV,ENGN,0,----/--/--
2025/07/01 09:20:49	ALC	RUN\FR5084,365,96,96 CH5=0,96 CH6=0,94 CH7=0,94 CH8=0,OK
2025/07/01 09:20:10	DMW	FR5084.CLN,OK
2025/07/01 09:20:10	DMW	FR5084.DFD,OK
2025/07/01 09:20:09	DMW	FR5084.CLN,OK
2025/07/01 09:20:09	DMW	FR5084.DFD,OK
2025/07/01 09:20:09	DMW	FR5084.CLN,OK
2025/07/01 09:20:09	DMW	FR5084.DFD,OK
2025/07/01 09:20:08	DMW	FR5084.CLN,OK
2025/07/01 09:20:08	DMW	FR5084.DFD,OK
2025/07/01 09:20:08	DMC	FR5084.DFD,ORDER_ED[8],8,15,Cutting order End line Seq9
2025/07/01 09:20:08	DMC	FR5084.DFD,ORDER_ST[8],15,8,Cutting order Start line Seq9
2025/07/01 09:20:04	PAS	DEV,ENGN,0,----/--/--
2025/07/01 09:20:00	DMW	FR5084.CLN,OK
2025/07/01 09:20:00	DMW	FR5084.DFD,OK
2025/07/01 09:20:00	DMW	FR5084.CLN,OK
2025/07/01 09:20:00	DMW	FR5084.DFD,OK
2025/07/01 09:20:00	DMC	FR5084.DFD,CUT_PROC[1],DUAL,Z1,CH1 Cut method
2025/07/01 09:19:58	PAS	DEV,ENGN,0,----/--/--
2025/07/01 09:19:55	MANU	AlarmClr
2025/07/01 09:19:55	FAE	COMPLETE,0,1,1
2025/07/01 09:19:55	MANU	AlarmClr
2025/07/01 09:19:54	MANU	AlarmClr
2025/07/01 09:19:54	MANU	AlarmClr
2025/07/01 09:19:54	MANU	AlarmClr
2025/07/01 09:19:54	MANU	AlarmClr
2025/07/01 09:17:10	MANU	AlarmClr
2025/07/01 09:16:03	CLN	RUN\FR5084,10,1500,0,0,30,1500
2025/07/01 09:15:05	CESTINI	COMPLETE
2025/07/01 09:15:01	CESTINI	START
2025/07/01 09:14:47	CUC	RUN\FR5084,280,4779,51,4080,38,OK,1270,76,76,A
2025/07/01 09:14:41	ST1	N,SDC240,0,2256502,1368324,13869,13925,-7402900,0,30000,OK
2025/07/01 09:14:40	STD1	N,21331650,21329500,21328850
2025/07/01 09:14:40	VOL1	5078,5068,5043,3040,21
2025/07/01 09:14:17	STD1	N,21332850,21327750,21304550
2025/07/01 09:14:17	VOL1	5086,5104,5068,3062,22
2025/07/01 09:13:29	WAIT	3
2025/07/01 09:13:16	WAIT	21
2025/07/01 09:13:15	HA1	-40455,-40458
2025/07/01 09:13:12	HA2	539680,539684
2025/07/01 09:12:49	MANU	AlarmClr
2025/07/01 09:12:49	MANU	AlarmClr
2025/07/01 09:12:42	CUTCH	1,54270568,54269886
2025/07/01 09:12:38	CUTCH	4,144258269,144258266
2025/07/01 09:12:21	WAIT	4
2025/07/01 09:12:10	MANU	AlarmClr
2025/07/01 09:12:10	MANU	AlarmClr
2025/07/01 09:12:10	MANU	AlarmClr
2025/07/01 09:12:07	CUTCH	3,144276666,144279466
2025/07/01 09:11:52	WAIT	10
2025/07/01 09:11:32	CUTCH	2,144277234,144277224
2025/07/01 09:11:17	WAIT	21
2025/07/01 09:10:45	WAIT	10
2025/07/01 09:10:44	HA2	539684,539674
2025/07/01 09:10:29	MANU	AlarmClr
2025/07/01 09:10:29	MANU	AlarmClr
2025/07/01 09:10:29	MANU	AlarmClr
2025/07/01 09:10:29	MANU	AlarmClr
2025/07/01 09:10:28	MANU	AlarmClr
2025/07/01 09:10:26	CUTCH	2,144258711,144261635
2025/07/01 09:10:22	CUTCH	4,144258269,144258266
2025/07/01 09:10:07	ALC	RUN\FR5084,335,97,97 CH5=0,97 CH6=0,96 CH7=0,96 CH8=0,OK
2025/07/01 09:09:33	PRO	RUN\FR5084,FR5084.FS.Q.T.0.W7,2,60188,50002,0
2025/07/01 09:09:29	FAS
2025/07/01 09:09:27	MANU	AlarmClr
2025/07/01 09:09:27	MANU	AlarmClr
2025/07/01 09:09:26	FAE	START ERROR,0,0,0
2025/07/01 09:09:24	FAS
2025/07/01 09:09:21	DMW	FR5084.CLN,OK
2025/07/01 09:09:21	DMW	FR5084.DFD,OK
2025/07/01 09:09:21	DMW	FR5084.CLN,OK
2025/07/01 09:09:21	DMW	FR5084.DFD,OK
2025/07/01 09:09:21	DMW	FR5084.CLN,OK
2025/07/01 09:09:21	DMW	FR5084.DFD,OK
2025/07/01 09:09:21	DMW	FR5084.CLN,OK
2025/07/01 09:09:21	DMW	FR5084.DFD,OK
2025/07/01 09:09:20	DMW	FR5084.CLN,OK
2025/07/01 09:09:20	DMW	FR5084.DFD,OK
2025/07/01 09:09:20	DMC	FR5084.DFD,ALU_OBL_CH[4],45,40,Alignment data Light level obl CH4
2025/07/01 09:09:20	DMC	FR5084.DFD,ALU_OBL_CH[3],45,40,Alignment data Light level obl CH3
2025/07/01 09:09:20	DMC	FR5084.DFD,ALU_OBL_CH[2],45,40,Alignment data Light level obl CH2
2025/07/01 09:09:16	PAS	DEV,ENGN,0,----/--/--
2025/07/01 09:09:06	ALC	RUN\FR5084,358,96,97 CH5=0,98 CH6=0,98 CH7=0,97 CH8=0,OK
2025/07/01 09:08:29	DMW	FR5084.DFD,OK
2025/07/01 09:08:29	DMC	FR5084.DFD,KERF_C_OBL[0],40 ,45,Kerf center alignment Light level Obl
2025/07/01 09:08:29	DMC	FR5084.DFD,KERF_C_DIR[0],10 ,0,Kerf center alignment Light level Dir
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADX_CH[4],-1156232,-1297566,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADX_CH[3],-309371,-30518,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADX_CH[2],-189781,47683,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADX_CH[1],-75913,682448,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADJ_CH[4],-3018900,-3058800,Alignment data Street adjust CH4
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADJ_CH[3],-1018071,-1030921,Alignment data Street adjust CH3
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADJ_CH[2],-1028700,-1019200,Alignment data Street adjust CH2
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_ADJ_CH[1],-1043536,-1036590,Alignment data Street adjust CH1
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DT_CH[4],89832807,89756249,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DT_CH[3],89853299,89775304,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DT_CH[2],89827582,89758095,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DT_CH[1],-141573,-230951,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DT_CH[0],-141551,-230951,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DY_CH[4],-120005936,-119960300,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DY_CH[3],29997297,30051247,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DY_CH[2],-120000336,-119972000,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DY_CH[1],-28295132,-28341250,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DY_CH[0],-27193554,-27219147,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DX_CH[4],-27602091,-27606028,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DX_CH[3],-27571383,-27585810,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DX_CH[2],-27642336,-27594965,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DX_CH[1],-68767883,-70015475,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DX_CH[0],-73265208,-73275889,N/A
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DIR_CH[4],10,0,Alignment data Light level dir CH4
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DIR_CH[3],10,0,Alignment data Light level dir CH3
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DIR_CH[2],10,0,Alignment data Light level dir CH2
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_DIR_CH[1],10,0,Alignment data Light level dir CH1
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_OBL_CH[4],40,45,Alignment data Light level obl CH4
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_OBL_CH[3],40,45,Alignment data Light level obl CH3
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_OBL_CH[2],40,45,Alignment data Light level obl CH2
2025/07/01 09:08:29	DMC	FR5084.DFD,ALU_OBL_CH[0],50,85,Alignment data Light level obl Macro
2025/07/01 09:08:29	TEACH	RUN\FR5084
2025/07/01 09:05:43	PAS	DATA,ENGN,0,----/--/--
2025/07/01 09:05:39	DMW	FR5084.CLN,OK
2025/07/01 09:05:39	DMW	FR5084.DFD,OK
2025/07/01 09:05:39	DMW	FR5084.CLN,OK
2025/07/01 09:05:39	DMW	FR5084.DFD,OK
2025/07/01 09:05:39	DMW	FR5084.CLN,OK
2025/07/01 09:05:39	DMW	FR5084.DFD,OK
2025/07/01 09:05:38	DMW	FR5084.CLN,OK
2025/07/01 09:05:38	DMW	FR5084.DFD,OK
2025/07/01 09:05:38	DMW	FR5084.CLN,OK
2025/07/01 09:05:38	DMW	FR5084.DFD,OK
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_JIKU[3],0,1,Cutting order Axis Seq4
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_WITH[7],NO,YES,Cutting order Together with next sequence Seq8
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_WITH[6],YES,NO,Cutting order Together with next sequence Seq7
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_WITH[4],NO,YES,Cutting order Together with next sequence Seq5
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_WITH[3],YES,NO,Cutting order Together with next sequence Seq4
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[8],0,8,Cutting order End line Seq9
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[7],8,7,Cutting order End line Seq8
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[6],7,2,Cutting order End line Seq7
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[5],2,28,Cutting order End line Seq6
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[4],28,14,Cutting order End line Seq5
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[3],14,29,Cutting order End line Seq4
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[2],42,28,Cutting order End line Seq3
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ED[1],21,14,Cutting order End line Seq2
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[8],0,15,Cutting order Start line Seq9
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[7],15,1,Cutting order Start line Seq8
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[5],1,15,Cutting order Start line Seq6
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[4],15,1,Cutting order Start line Seq5
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[3],1,42,Cutting order Start line Seq4
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_ST[2],22,15,Cutting order Start line Seq3
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_CH[8],0,1,Cutting order CH Seq9
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_CH[6],1,4,Cutting order CH Seq7
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_CH[5],4,3,Cutting order CH Seq6
2025/07/01 09:05:38	DMC	FR5084.DFD,ORDER_CH[3],3,2,Cutting order CH Seq4
2025/07/01 09:04:51	DMW	FR5084.CLN,OK
2025/07/01 09:04:51	DMW	FR5084.DFD,OK
2025/07/01 09:04:35	DMW	FR5084.CLN,OK
2025/07/01 09:04:35	DMW	FR5084.DFD,OK
2025/07/01 09:04:35	DMW	FR5084.CLN,OK
2025/07/01 09:04:35	DMW	FR5084.DFD,OK
2025/07/01 09:04:35	DMW	FR5084.CLN,OK
2025/07/01 09:04:35	DMW	FR5084.DFD,OK
2025/07/01 09:04:35	DMW	FR5084.CLN,OK
2025/07/01 09:04:35	DMW	FR5084.DFD,OK
2025/07/01 09:04:35	DMW	FR5084.CLN,OK
2025/07/01 09:04:35	DMW	FR5084.DFD,OK
2025/07/01 09:04:34	DMC	FR5084.DFD,SETUP_WITH[0],Z2,NO,Auto setup Sync-setting
2025/07/01 09:04:33	DMW	FR5084.CLN,OK
2025/07/01 09:04:33	DMW	FR5084.DFD,OK
2025/07/01 09:04:33	DMW	FR5084.CLN,OK
2025/07/01 09:04:33	DMW	FR5084.DFD,OK
2025/07/01 09:04:32	DMW	FR5084.DFD,OK
2025/07/01 09:04:32	DMW	FR5084.DFD,OK
2025/07/01 09:04:31	DMW	FR5084.DFD,OK
2025/07/01 09:04:31	DMC	FR5084.DFD,POS_W_Y[1],-36042521,-33938079,Multiple Mounting Data Y position No1
2025/07/01 09:04:31	DMC	FR5084.DFD,POS_W_X[1],-125728666,-124943604,Multiple Mounting Data X position No1
2025/07/01 09:03:55	CEINI	COMPLETE
2025/07/01 09:03:40	CEINI	START
2025/07/01 09:03:39	PAS	DEV,ENGN,0,----/--/--
2025/07/01 09:03:36	CoverOpen	0
2025/07/01 09:03:27	EMINT	Cover Open
2025/07/01 09:03:27	EMINT	Axis dirver power OFF
2025/07/01 09:03:10	PAS	DATA,ENGN,0,----/--/--
2025/07/01 09:02:44	MANU	Spindle
2025/07/01 09:02:44	MANU	Spindle
2025/07/01 09:02:43	MANU	Spindle
2025/07/01 09:02:29	MANU	AlarmClr
2025/07/01 09:02:29	MANU	AlarmClr
2025/07/01 09:02:29	MANU	AlarmClr
2025/07/01 09:02:28	FAE	COMPLETE,0,1,1
2025/07/01 09:02:08	MANU	Spindle
2025/07/01 09:02:08	MANU	Spindle
2025/07/01 09:02:08	MANU	Spindle
2025/07/01 09:02:04	ERRRCV	Alignment,F6:Abort_fullauto
2025/07/01 09:02:04	ALC	RUN\FR5084,407,16,0 CH5=0,0 CH6=0,0 CH7=0,0 CH8=0,NG
2025/07/01 09:02:03	ERRCLR	531
2025/07/01 09:02:02	ERRRCV	Alignment_2,F10:Manual_align_only_err_point
2025/07/01 09:01:30	MANU	AlarmClr
2025/07/01 09:01:28	ERRSET	531,A0531  Not found macro target.
2025/07/01 09:01:28	ALC	RUN\FR5084,45,16,0 CH5=0,0 CH6=0,0 CH7=0,0 CH8=0,NG
2025/07/01 09:01:23	PRO	RUN\FR5084,FR5084.FS.Q.T.0.W7,2,60188,50002,0
2025/07/01 09:01:03	FAS
2025/07/01 09:01:00	FAE	START ERROR,0,0,0
2025/07/01 09:00:57	FAS
2025/07/01 09:00:52	FAE	START ERROR,0,0,0
2025/07/01 09:00:50	FAS
2025/07/01 09:00:46	FAE	START ERROR,0,0,0
2025/07/01 09:00:44	FAS
2025/07/01 09:00:42	MANU	AlarmClr
2025/07/01 09:00:42	MANU	AlarmClr
2025/07/01 09:00:25	FAE	START ERROR,0,0,0
2025/07/01 09:00:23	FAS
2025/07/01 08:54:15	MANU	AlarmClr
2025/07/01 08:54:08	FAE	COMPLETE,12,0,12
2025/07/01 08:53:28	CLN	UP-BY-MC\FR6134,15,1500,0,0,30,1500
2025/07/01 08:52:09	CUC	UP-BY-MC\FR6134,322,1784,26,6055,48,OK,1270,0,76,A
2025/07/01 08:52:02	ST2	N,SDC240,0,1918852,1373483,12252,13708,-7463250,0,30000,OK
2025/07/01 08:52:02	STD2	N,21179000,21172250,21172050
2025/07/01 08:52:02	VOL2	4813,4834,4786,2900,29
2025/07/01 08:51:39	STD2	N,8089900,0,0
2025/07/01 08:51:39	VOL2	4824,0,0,0,0
2025/07/01 08:51:27	STD2	N,8356000,0,0
2025/07/01 08:51:27	VOL2	4833,0,0,0,0
2025/07/01 08:51:14	STD2	N,21044250,0,0
2025/07/01 08:51:14	VOL2	4801,4044,0,2426,0
2025/07/01 08:50:58	STD2	N,21178500,21164450,0
2025/07/01 08:50:58	VOL2	4861,4974,4905,2984,68
2025/07/01 08:50:17	CUTCH	1,54318715,54318712
2025/07/01 08:49:54	ST2	N,SDC240,0,1933852,1370188,12239,13693,-7463250,0,30000,OK
2025/07/01 08:49:54	STD2	N,21172050,21158350,21157050
2025/07/01 08:49:54	VOL2	4845,4900,4836,2940,39
2025/07/01 08:49:31	STD2	N,21219900,21163100,0
2025/07/01 08:49:31	VOL2	4820,5275,5172,3165,273
2025/07/01 08:49:12	STD2	N,21165200,21156450,21162600
2025/07/01 08:49:12	VOL2	4819,4825,4755,2895,42
2025/07/01 08:48:49	STD2	N,9884350,0,0
2025/07/01 08:48:49	VOL2	4823,0,0,0,0
2025/07/01 08:48:36	STD2	N,21143700,21137150,0
2025/07/01 08:48:36	VOL2	4833,4820,4695,2892,82
2025/07/01 08:48:12	CUTCH	1,54318776,54318766
2025/07/01 08:47:31	CLN	UP-BY-MC\FR6134,15,1500,0,0,30,1500
2025/07/01 08:47:24	CUTCH	2,144326284,144337745
2025/07/01 08:47:16	ST1	N,SDC240,0,2262152,1362069,13794,13920,-7402900,0,30000,OK
2025/07/01 08:47:16	STD1	N,21324550,21324150,21323200
2025/07/01 08:47:16	VOL1	5127,5110,5092,3066,21
2025/07/01 08:46:48	CUTCH	3,144326480,144326469
2025/07/01 08:46:47	ALC	UP-BY-MC\FR6134,200,92,91 CH5=0,91 CH6=0,96 CH7=0,0 CH8=0,OK
2025/07/01 08:46:27	PRO	UP-BY-MC\FR6134,FR6134.SI.Q.T.0.W7,13,60231,50023,0
2025/07/01 08:46:12	CUC	UP-BY-MC\FR6134,231,1784,26,6055,48,OK,1270,0,76,A
2025/07/01 08:45:59	ST2	N,SDC240,0,1933202,1366913,12202,13694,-7463250,0,30000,OK
2025/07/01 08:45:59	STD2	N,21169100,21159250,21157700
2025/07/01 08:45:59	VOL2	4838,4881,4824,2928,34
2025/07/01 08:45:36	STD2	N,6929000,0,0
2025/07/01 08:45:36	VOL2	4825,0,0,0,0
2025/07/01 08:45:24	STD2	N,8545200,0,0
2025/07/01 08:45:24	VOL2	4842,0,0,0,0
2025/07/01 08:45:11	STD2	N,21170450,21142600,0
2025/07/01 08:45:11	VOL2	4856,4967,4851,2980,70
2025/07/01 08:44:36	CUTCH	1,54209403,54209396
2025/07/01 08:44:14	CUTCH	1,54210783,54210780
2025/07/01 08:44:02	ST2	N,SDC240,0,1945852,1363667,12187,13681,-7463250,0,30000,OK
2025/07/01 08:44:02	STD2	N,21161050,21148200,21145050
2025/07/01 08:44:02	VOL2	4840,4893,4842,2935,31
2025/07/01 08:43:38	STD2	N,21053000,0,0
2025/07/01 08:43:38	VOL2	4859,4215,0,2529,0
2025/07/01 08:43:23	STD2	N,6151450,0,0
2025/07/01 08:43:23	VOL2	4849,0,0,0,0
2025/07/01 08:43:04	CLN	UP-BY-MC\FR6134,15,1500,0,0,30,1500
2025/07/01 08:42:29	CUTCH	2,144216583,144227110
2025/07/01 08:42:21	CUTCH	3,144216685,144216681
2025/07/01 08:42:20	ALC	UP-BY-MC\FR6134,200,95,92 CH5=0,93 CH6=0,95 CH7=0,0 CH8=0,OK
2025/07/01 08:42:00	PRO	UP-BY-MC\FR6134,FR6134.SI.Q.T.0.W7,12,60231,50023,0
2025/07/01 08:41:45	CUC	UP-BY-MC\FR6134,311,1784,26,6055,48,OK,1270,0,76,A
2025/07/01 08:41:29	ST2	N,SDC240,0,1945652,1360596,12153,13682,-7463250,0,30000,OK
2025/07/01 08:41:29	STD2	N,21154200,21146100,21145250
2025/07/01 08:41:29	VOL2	4822,4856,4826,2913,20
2025/07/01 08:41:06	STD2	N,3075250,0,0
2025/07/01 08:41:06	VOL2	4828,0,0,0,0
2025/07/01 08:40:54	STD2	N,12147500,0,0
2025/07/01 08:40:54	VOL2	4828,0,0,0,0
2025/07/01 08:40:42	STD2	N,6529850,0,0
2025/07/01 08:40:42	VOL2	4816,0,0,0,0
2025/07/01 08:40:30	STD2	N,5310350,0,0
2025/07/01 08:40:30	VOL2	4876,0,0,0,0
2025/07/01 08:40:05	CUTCH	1,54314191,54314185
2025/07/01 08:39:43	CUTCH	1,54314117,54314110
2025/07/01 08:39:25	ST2	N,SDC240,0,1949902,1357331,12135,13677,-7463250,0,30000,OK
2025/07/01 08:39:25	STD2	N,21154600,21142900,21141000
2025/07/01 08:39:25	VOL2	4842,4908,4859,2944,39
2025/07/01 08:39:01	STD2	N,21158500,21142600,0
2025/07/01 08:39:01	VOL2	4816,4939,4908,2963,74
2025/07/01 08:38:42	STD2	N,21151400,21136800,21131000
2025/07/01 08:38:42	VOL2	4846,4902,4836,2941,40
2025/07/01 08:38:19	STD2	N,8216850,0,0
2025/07/01 08:38:19	VOL2	4830,0,0,0,0
2025/07/01 08:38:06	STD2	N,21101950,21127900,0
2025/07/01 08:38:06	VOL2	4829,4539,4559,2723,174
2025/07/01 08:37:17	CLN	UP-BY-MC\FR6134,15,1500,0,0,30,1500
2025/07/01 08:37:16	ST1	N,SDC240,0,2275052,1358983,13749,13907,-7402900,0,30000,OK
2025/07/01 08:37:15	STD1	N,21316400,21312800,21310300
2025/07/01 08:37:15	VOL1	5125,5103,5061,3061,39
2025/07/01 08:36:42	CUTCH	2,144319097,144332199
2025/07/01 08:36:34	CUTCH	3,144319217,144319206
2025/07/01 08:36:33	ALC	UP-BY-MC\FR6134,202,94,91 CH5=0,91 CH6=0,94 CH7=0,0 CH8=0,OK
2025/07/01 08:36:13	PRO	UP-BY-MC\FR6134,FR6134.SI.Q.T.0.W7,11,60231,50023,0
2025/07/01 08:35:58	CUC	UP-BY-MC\FR6134,314,1784,26,6055,48,OK,1270,0,76,A
