[Machine NO : PUA337,Machine ID: DICER-1]
<Software Version : 2.35>

2025/07/01 09:39:51	STD2	N,21823150,21820650,21819300
2025/07/01 09:39:51	VOL2	5008,5014,5005,3008,5
2025/07/01 09:39:40	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:39:01	CUTCH	2,146160873,146160918
2025/07/01 09:38:59	ALC	UP-BY-MC\FR1327,346,93,93 CH5=0,92 CH6=0,95 CH7=0,0 CH8=0,OK
2025/07/01 09:38:25	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,13,58403,50004,0
2025/07/01 09:38:08	CUC	UP-BY-MC\FR1327,106,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:38:01	ST1	N,SDC180,0,2558352,1434960,14552,13531,-6914050,0,30000,OK
2025/07/01 09:38:00	STD1	N,20450350,20446450,20445750
2025/07/01 09:38:00	VOL1	4870,4901,4891,2940,18
2025/07/01 09:37:02	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:36:58	CUTCH	1,56394220,56394420
2025/07/01 09:36:47	CUTCH	3,146395583,146398304
2025/07/01 09:36:35	CUTCH	2,146387301,146387296
2025/07/01 09:36:23	CUTCH	2,146387301,146388391
2025/07/01 09:36:22	ALC	UP-BY-MC\FR1327,346,96,87 CH5=0,93 CH6=0,93 CH7=0,0 CH8=0,OK
2025/07/01 09:35:47	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,12,58403,50004,0
2025/07/01 09:35:31	CUC	UP-BY-MC\FR1327,254,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:35:19	ST1	N,SDC180,0,2559952,1431882,14525,13530,-6914050,0,30000,OK
2025/07/01 09:35:18	STD1	N,20447800,20444550,20444150
2025/07/01 09:35:18	VOL1	4912,4931,4926,2958,11
2025/07/01 09:34:24	ST2	N,SDC180,0,1400752,3002230,27612,14966,-6852550,0,30000,OK
2025/07/01 09:34:23	STD2	N,21821100,21819500,21819350
2025/07/01 09:34:23	VOL2	4970,4968,4966,2980,3
2025/07/01 09:33:46	STD2	N,5052800,0,0
2025/07/01 09:33:46	VOL2	5013,0,0,0,0
2025/07/01 09:33:21	STD2	N,21748600,0,0
2025/07/01 09:33:21	VOL2	4975,4459,0,2675,0
2025/07/01 09:32:51	STD2	N,6892400,0,0
2025/07/01 09:32:51	VOL2	5001,0,0,0,0
2025/07/01 09:32:26	STD2	N,0,0,0
2025/07/01 09:32:26	VOL2	5315,0,0,0,0
2025/07/01 09:31:55	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:31:52	CUTCH	1,56321023,56321282
2025/07/01 09:31:41	CUTCH	3,146321762,146322323
2025/07/01 09:31:29	CUTCH	2,146319413,146319404
2025/07/01 09:31:17	CUTCH	2,146319413,146318117
2025/07/01 09:31:16	ALC	UP-BY-MC\FR1327,347,93,88 CH5=0,91 CH6=0,93 CH7=0,0 CH8=0,OK
2025/07/01 09:30:41	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,11,58403,50004,0
2025/07/01 09:30:24	CUC	UP-BY-MC\FR1327,150,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:29:59	ST1	N,SDC180,0,2559702,1428804,14498,13530,-6914050,0,30000,OK
2025/07/01 09:29:59	STD1	N,20448250,20445000,20444400
2025/07/01 09:29:59	VOL1	4910,4934,4942,2960,19
2025/07/01 09:29:13	CUTCH	1,56305066,56305768
2025/07/01 09:29:02	CUTCH	3,146308080,146309620
2025/07/01 09:28:50	CUTCH	2,146300097,146300092
2025/07/01 09:28:46	ST2	N,SDC180,0,1402252,2999152,27585,14965,-6852550,0,30000,OK
2025/07/01 09:28:46	STD2	N,21822550,21818900,21817850
2025/07/01 09:28:46	VOL2	4989,5004,5001,3002,9
2025/07/01 09:28:40	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:27:56	CUTCH	2,146300097,146299127
2025/07/01 09:27:54	ALC	UP-BY-MC\FR1327,285,91,88 CH5=0,93 CH6=0,94 CH7=0,0 CH8=0,OK
2025/07/01 09:27:25	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,10,58403,50004,0
2025/07/01 09:27:09	CUC	UP-BY-MC\FR1327,106,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:26:41	ST1	N,SDC180,0,2562002,1425726,14471,13528,-6914050,0,30000,OK
2025/07/01 09:26:41	STD1	N,20449500,20443450,20442100
2025/07/01 09:26:41	VOL1	4891,4936,4922,2961,27
2025/07/01 09:25:59	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:25:59	CUTCH	1,56322337,56322355
2025/07/01 09:25:47	CUTCH	3,146321066,146322859
2025/07/01 09:25:36	CUTCH	2,146315083,146315081
2025/07/01 09:25:24	CUTCH	2,146315083,146314018
2025/07/01 09:25:22	ALC	UP-BY-MC\FR1327,377,87,86 CH5=0,90 CH6=0,92 CH7=0,0 CH8=0,OK
2025/07/01 09:24:45	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,9,58403,50004,0
2025/07/01 09:24:28	CUC	UP-BY-MC\FR1327,151,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:24:03	ST2	N,SDC180,0,1403802,2996074,27558,14963,-6852550,0,30000,OK
2025/07/01 09:24:03	STD2	N,21820000,21816700,21816300
2025/07/01 09:24:03	VOL2	5026,5040,5034,3024,9
2025/07/01 09:23:16	CUTCH	1,56334433,56334221
2025/07/01 09:23:10	ST1	N,SDC180,0,2561852,1422574,14443,13528,-6914050,0,30000,OK
2025/07/01 09:23:09	STD1	N,20448400,20443650,20442250
2025/07/01 09:23:09	VOL1	4895,4933,4928,2959,22
2025/07/01 09:22:39	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:22:22	CUTCH	3,146335782,146337182
2025/07/01 09:22:11	CUTCH	2,146333459,146333448
2025/07/01 09:21:59	CUTCH	2,146333459,146331088
2025/07/01 09:21:57	ALC	UP-BY-MC\FR1327,330,95,91 CH5=0,96 CH6=0,96 CH7=0,0 CH8=0,OK
2025/07/01 09:21:24	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,8,58403,50004,0
2025/07/01 09:21:08	CUC	UP-BY-MC\FR1327,149,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:20:40	CUTCH	1,56299773,56299899
2025/07/01 09:20:27	ST1	N,SDC180,0,2562102,1419454,14413,13527,-6914050,0,30000,OK
2025/07/01 09:20:27	STD1	N,20448900,20444550,20442000
2025/07/01 09:20:27	VOL1	4916,4973,4977,2983,37
2025/07/01 09:19:46	CUTCH	3,146297928,146299631
2025/07/01 09:19:35	CUTCH	2,146297203,146297196
2025/07/01 09:19:30	ST2	N,SDC180,0,1406652,2992996,27531,14960,-6852550,0,30000,OK
2025/07/01 09:19:30	STD2	N,21819000,21813350,21813450
2025/07/01 09:19:30	VOL2	5020,5039,5031,3023,11
2025/07/01 09:19:20	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:18:40	CUTCH	2,146297203,146296402
2025/07/01 09:18:38	ALC	UP-BY-MC\FR1327,338,93,93 CH5=0,96 CH6=0,96 CH7=0,0 CH8=0,OK
2025/07/01 09:18:04	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,7,58403,50004,0
2025/07/01 09:17:48	CUC	UP-BY-MC\FR1327,107,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:17:20	CUTCH	1,56263144,56263239
2025/07/01 09:17:09	CUTCH	3,146265758,146268024
2025/07/01 09:17:01	ST1	N,SDC180,0,2561702,1416334,14383,13528,-6914050,0,30000,OK
2025/07/01 09:17:00	STD1	N,20445700,20442350,20442400
2025/07/01 09:17:00	VOL1	4893,4914,4901,2948,13
2025/07/01 09:16:42	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:16:15	CUTCH	2,146256725,146256716
2025/07/01 09:16:03	CUTCH	2,146256725,146256909
2025/07/01 09:16:01	ALC	UP-BY-MC\FR1327,342,93,90 CH5=0,89 CH6=0,90 CH7=0,0 CH8=0,OK
2025/07/01 09:15:27	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,6,58403,50004,0
2025/07/01 09:15:10	CUC	UP-BY-MC\FR1327,258,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:14:45	ST2	N,SDC180,0,1410402,2989918,27504,14957,-6852550,0,30000,OK
2025/07/01 09:14:45	STD2	N,21811100,21809800,21809700
2025/07/01 09:14:45	VOL2	4985,4982,4983,2989,2
2025/07/01 09:14:07	STD2	N,21740900,21748450,0
2025/07/01 09:14:07	VOL2	5009,4587,4497,2752,0
2025/07/01 09:13:33	STD2	N,6225900,0,0
2025/07/01 09:13:33	VOL2	4991,0,0,0,0
2025/07/01 09:13:08	STD2	N,0,0,0
2025/07/01 09:13:08	VOL2	5397,0,0,0,0
2025/07/01 09:12:44	STD2	N,3534250,0,0
2025/07/01 09:12:44	VOL2	5012,0,0,0,0
2025/07/01 09:12:10	CUTCH	1,56288581,56288688
2025/07/01 09:11:59	CUTCH	3,146293705,146294921
2025/07/01 09:11:44	ST1	N,SDC180,0,2563452,1413214,14353,13526,-6914050,0,30000,OK
2025/07/01 09:11:44	STD1	N,20447900,20441950,20440650
2025/07/01 09:11:44	VOL1	4905,4964,4963,2978,35
2025/07/01 09:11:32	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:11:05	CUTCH	2,146285177,146285169
2025/07/01 09:10:53	CUTCH	2,146285177,146284332
2025/07/01 09:10:51	ALC	UP-BY-MC\FR1327,346,89,90 CH5=0,93 CH6=0,95 CH7=0,0 CH8=0,OK
2025/07/01 09:10:17	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,5,58403,50004,0
2025/07/01 09:10:01	CUC	UP-BY-MC\FR1327,200,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:09:32	CUTCH	1,56327704,56327354
2025/07/01 09:09:21	CUTCH	3,146327556,146330176
2025/07/01 09:09:09	CUTCH	2,146319797,146323449
2025/07/01 09:09:05	ST2	N,SDC180,0,1415902,2986840,27477,14951,-6852550,0,30000,OK
2025/07/01 09:09:05	STD2	N,21805250,21804850,21804200
2025/07/01 09:09:05	VOL2	4981,4968,4970,2980,8
2025/07/01 09:08:27	STD2	N,7717600,0,0
2025/07/01 09:08:27	VOL2	5023,0,0,0,0
2025/07/01 09:08:02	STD2	N,7801800,0,0
2025/07/01 09:08:02	VOL2	5009,0,0,0,0
2025/07/01 09:07:26	ST1	N,SDC180,0,2563452,1410094,14323,13526,-6914050,0,30000,OK
2025/07/01 09:07:25	STD1	N,20446950,20441600,20440650
2025/07/01 09:07:25	VOL1	4892,4932,4914,2959,24
2025/07/01 09:07:21	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:06:41	CUTCH	2,146319797,146318804
2025/07/01 09:06:40	ALC	UP-BY-MC\FR1327,346,96,92 CH5=0,92 CH6=0,95 CH7=0,0 CH8=0,OK
2025/07/01 09:06:05	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,4,58403,50004,0
2025/07/01 09:05:48	CUC	UP-BY-MC\FR1327,64,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:05:23	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 09:05:19	CUTCH	1,56339407,56338781
2025/07/01 09:05:08	CUTCH	3,146338036,146340250
2025/07/01 09:04:57	CUTCH	2,146338030,146338019
2025/07/01 09:04:45	CUTCH	2,146338030,146336410
2025/07/01 09:04:43	ALC	UP-BY-MC\FR1327,345,94,91 CH5=0,90 CH6=0,92 CH7=0,0 CH8=0,OK
2025/07/01 09:04:08	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,3,58403,50004,0
2025/07/01 09:03:52	CUC	UP-BY-MC\FR1327,149,2824,26,2052,18,OK,762,896,896,A
2025/07/01 09:03:50	ST1	N,SDC180,0,2562902,1406974,14293,13527,-6914050,0,30000,OK
2025/07/01 09:03:50	STD1	N,20445850,20441900,20441200
2025/07/01 09:03:50	VOL1	4890,4924,4922,2954,20
2025/07/01 09:02:47	ST2	N,SDC180,0,1419802,2983762,27450,14947,-6852550,0,30000,OK
2025/07/01 09:02:47	STD2	N,21803150,21800550,21800300
2025/07/01 09:02:47	VOL2	4973,4981,4981,2988,5
2025/07/01 09:01:59	CUTCH	1,56264300,56264162
2025/07/01 09:01:48	CUTCH	3,146265349,146266940
2025/07/01 09:01:36	CUTCH	2,146261216,146264237
2025/07/01 09:01:24	CUTCH	2,146261216,146261082
2025/07/01 09:01:23	ALC	UP-BY-MC\FR1327,319,93,87 CH5=0,92 CH6=0,95 CH7=0,0 CH8=0,OK
2025/07/01 09:00:51	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,2,58403,50004,0
2025/07/01 08:59:48	MANU	AlarmClr
2025/07/01 08:59:47	MANU	AlarmClr
2025/07/01 08:59:47	MANU	AlarmClr
2025/07/01 08:59:46	MANU	AlarmClr
2025/07/01 08:59:46	MANU	AlarmClr
2025/07/01 08:59:07	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:57:36	CUC	UP-BY-MC\FR1327,254,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:57:28	ST1	N,SDC180,0,2561402,1403896,14266,13528,-6914050,0,30000,OK
2025/07/01 08:57:28	STD1	N,20447650,20443050,20442700
2025/07/01 08:57:28	VOL1	4888,4926,4916,2955,23
2025/07/01 08:56:33	WAIT	11
2025/07/01 08:56:26	MANU	AlarmClr
2025/07/01 08:56:07	CUTCH	1,56172074,56172001
2025/07/01 08:55:58	WAIT	2
2025/07/01 08:55:55	MANU	AlarmClr
2025/07/01 08:55:46	CUTCH	3,146170790,146172130
2025/07/01 08:55:34	CUTCH	2,146171565,146171561
2025/07/01 08:55:30	ST2	N,SDC180,0,1427152,2980684,27423,14940,-6852550,0,30000,OK
2025/07/01 08:55:29	STD2	N,21793650,21793300,21792950
2025/07/01 08:55:29	VOL2	4980,4964,4957,2978,14
2025/07/01 08:54:52	STD2	N,4852600,0,0
2025/07/01 08:54:52	VOL2	4985,0,0,0,0
2025/07/01 08:54:27	STD2	N,21791550,21785300,0
2025/07/01 08:54:27	VOL2	4996,4948,4897,2968,59
2025/07/01 08:53:42	WAIT	10
2025/07/01 08:53:30	MANU	AlarmClr
2025/07/01 08:53:30	MANU	AlarmClr
2025/07/01 08:53:23	CUTCH	2,146171565,146169544
2025/07/01 08:53:21	ALC	UP-BY-MC\FR1327,285,94,90 CH5=0,87 CH6=0,97 CH7=0,0 CH8=0,OK
2025/07/01 08:52:53	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,1,58403,50004,0
2025/07/01 08:52:33	FAS
2025/07/01 08:52:09	MANU	AlarmClr
2025/07/01 08:52:08	MANU	AlarmClr
2025/07/01 08:52:08	MANU	AlarmClr
2025/07/01 08:50:25	FAE	COMPLETE,19,0,19
2025/07/01 08:49:52	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:48:21	CUC	UP-BY-MC\FR1327,106,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:48:09	ST1	N,SDC180,0,2562802,1400818,14239,13527,-6914050,0,30000,OK
2025/07/01 08:48:09	STD1	N,20446450,20442400,20441300
2025/07/01 08:48:09	VOL1	4885,4917,4910,2950,19
2025/07/01 08:47:14	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:47:11	CUTCH	1,56284632,56284697
2025/07/01 08:46:59	CUTCH	3,146283049,146284675
2025/07/01 08:46:48	CUTCH	2,146286000,146285995
2025/07/01 08:46:36	CUTCH	2,146286000,146284332
2025/07/01 08:46:34	ALC	UP-BY-MC\FR1327,346,94,92 CH5=0,93 CH6=0,93 CH7=0,0 CH8=0,OK
2025/07/01 08:45:59	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,20,58403,50004,0
2025/07/01 08:45:43	CUC	UP-BY-MC\FR1327,182,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:45:18	ST2	N,SDC180,0,1436302,2977606,27396,14931,-6852550,0,30000,OK
2025/07/01 08:45:18	ST1	N,SDC180,0,2569152,1397740,14212,13520,-6914050,0,30000,OK
2025/07/01 08:45:17	STD2	N,21792050,21786850,21783800
2025/07/01 08:45:17	STD1	N,20441300,20436550,20434950
2025/07/01 08:45:17	VOL2	4996,4962,4917,2977,47
2025/07/01 08:45:17	VOL1	4924,4946,4924,2967,13
2025/07/01 08:44:39	STD2	N,21790350,21787800,0
2025/07/01 08:44:39	STD1	N,20441800,20433750,0
2025/07/01 08:44:39	VOL2	4994,4920,4847,2952,88
2025/07/01 08:44:39	VOL1	4924,4970,4944,2982,28
2025/07/01 08:44:04	STD2	N,21757250,21763600,21750700
2025/07/01 08:44:04	STD1	N,20445850,20445400,20444850
2025/07/01 08:44:04	VOL2	5008,4949,4937,2969,42
2025/07/01 08:44:04	VOL1	4792,4799,4824,2879,19
2025/07/01 08:43:25	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:43:17	CUTCH	1,56145667,56145522
2025/07/01 08:43:05	CUTCH	3,146148255,146148988
2025/07/01 08:42:54	CUTCH	2,146140056,146140050
2025/07/01 08:42:42	CUTCH	2,146140056,146138881
2025/07/01 08:42:40	ALC	UP-BY-MC\FR1327,296,95,92 CH5=0,92 CH6=0,94 CH7=0,0 CH8=0,OK
2025/07/01 08:42:10	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,19,58403,50004,0
2025/07/01 08:41:54	CUC	UP-BY-MC\FR1327,257,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:41:26	ST1	N,SDC180,0,2563602,1394662,14185,13526,-6914050,0,30000,OK
2025/07/01 08:41:25	STD1	N,20446100,20440700,20440500
2025/07/01 08:41:25	VOL1	4912,4947,4946,2968,21
2025/07/01 08:40:44	CUTCH	1,56502743,56502749
2025/07/01 08:40:32	CUTCH	3,146504092,146506226
2025/07/01 08:40:21	CUTCH	2,146495984,146495980
2025/07/01 08:40:16	ST2	N,SDC180,0,1428202,2974528,27369,14939,-6852550,0,30000,OK
2025/07/01 08:40:16	STD2	N,21794000,21791850,21791900
2025/07/01 08:40:16	VOL2	4962,4961,4963,2976,1
2025/07/01 08:39:38	STD2	N,21786800,21784050,0
2025/07/01 08:39:38	VOL2	4985,4937,4899,2962,52
2025/07/01 08:39:05	STD2	N,9438800,0,0
2025/07/01 08:39:05	VOL2	4996,0,0,0,0
2025/07/01 08:38:39	STD2	N,6418750,0,0
2025/07/01 08:38:39	VOL2	4995,0,0,0,0
2025/07/01 08:38:16	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:38:14	STD2	N,0,0,0
2025/07/01 08:38:14	VOL2	6500,0,0,0,0
2025/07/01 08:37:38	CUTCH	2,146495984,146495357
2025/07/01 08:37:36	ALC	UP-BY-MC\FR1327,346,96,86 CH5=0,95 CH6=0,92 CH7=0,0 CH8=0,OK
2025/07/01 08:37:02	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,18,58403,50004,0
2025/07/01 08:36:45	CUC	UP-BY-MC\FR1327,106,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:36:17	CUTCH	1,56432570,56432454
2025/07/01 08:36:11	ST1	N,SDC180,0,2563402,1391510,14157,13526,-6914050,0,30000,OK
2025/07/01 08:36:10	STD1	N,20446100,20441950,20440700
2025/07/01 08:36:10	VOL1	4898,4932,4931,2959,21
2025/07/01 08:35:38	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:35:23	CUTCH	3,146431404,146433119
2025/07/01 08:35:12	CUTCH	2,146428730,146429622
2025/07/01 08:35:00	CUTCH	2,146428730,146426081
2025/07/01 08:34:58	ALC	UP-BY-MC\FR1327,346,97,91 CH5=0,92 CH6=0,91 CH7=0,0 CH8=0,OK
2025/07/01 08:34:24	PRO	UP-BY-MC\FR1327,FR1327.BO.Q.N.0.W7,17,58403,50004,0
2025/07/01 08:34:07	CUC	UP-BY-MC\FR1327,150,2824,26,2052,18,OK,762,896,896,A
2025/07/01 08:33:42	ST2	N,SDC180,0,1428052,2971450,27342,14939,-6852550,0,30000,OK
2025/07/01 08:33:42	STD2	N,21796200,21792750,21792050
2025/07/01 08:33:42	VOL2	5015,5035,5032,3021,12
2025/07/01 08:32:55	CUTCH	1,56332697,56332590
2025/07/01 08:32:42	ST1	N,SDC180,0,2562602,1388390,14127,13527,-6914050,0,30000,OK
2025/07/01 08:32:42	STD1	N,20443900,20441500,20441500
2025/07/01 08:32:42	VOL1	4898,4914,4918,2948,12
2025/07/01 08:32:22	CLN	UP-BY-MC\FR1327,15,1500,0,0,30,1500
2025/07/01 08:32:01	CUTCH	3,146335062,146337890
2025/07/01 08:31:50	CUTCH	2,146329681,146329672
2025/07/01 08:31:38	CUTCH	2,146329681,146328459
